booking_id,sailing_id,booking_date,days_to_departure,channel,party_size,fare_paid_per_person,discount_flag,price_version,competitor_price_index,booking_segment
B00336,S016,2025-04-20,58,travel_agent,2,4536.99,1,P2,1.11,last_minute
B00337,S016,2025-05-02,46,travel_agent,4,4939.88,1,P3,0.97,last_minute
B00338,S016,2025-05-12,36,web,1,5857.37,0,P2,1.02,last_minute
B00339,S016,2025-05-28,20,travel_agent,3,4804.72,1,P2,1.08,mid_booker
B00340,S016,2025-05-12,36,direct,4,5906.64,0,P3,1.08,last_minute
B00341,S016,2025-05-10,38,direct,2,5698.95,0,P3,0.88,mid_booker
B00342,S016,2025-04-29,49,travel_agent,1,5589.7,0,P3,0.95,last_minute
B00343,S016,2025-05-05,43,travel_agent,2,5709.75,0,P3,1.11,mid_booker
B00344,S016,2025-04-26,52,web,3,6031.04,0,P2,1.09,mid_booker
B00345,S016,2025-05-28,20,web,3,4803.7,1,P3,1.14,last_minute
B00346,S016,2025-06-02,15,direct,2,4522.89,1,P2,0.89,last_minute
B00347,S016,2025-05-29,19,web,2,5645.21,0,P2,0.92,mid_booker
B00348,S016,2025-04-22,56,web,4,5967.34,0,P3,0.89,mid_booker
B00349,S016,2025-06-08,9,web,4,5835.85,0,P2,0.97,mid_booker
B00350,S016,2025-05-06,42,direct,4,5787.22,0,P3,0.95,last_minute
B00351,S016,2025-05-15,33,travel_agent,2,5943.07,0,P3,1.11,mid_booker
B00352,S016,2025-06-03,14,web,3,6054.49,0,P3,0.93,last_minute
B00353,S032,2024-10-19,252,direct,1,9038.8,0,P1,0.92,early_planner
B00354,S032,2024-09-12,289,direct,1,9404.14,0,P1,0.89,early_planner
B00355,S032,2024-10-29,242,web,4,8613.73,0,P1,1.05,early_planner
B00356,S032,2024-09-21,280,travel_agent,2,9283.91,0,P1,1.13,loyal_guest
B00357,S032,2024-11-17,223,travel_agent,2,8016.58,1,P1,1.08,loyal_guest
B00358,S032,2024-09-07,294,direct,2,8890.96,0,P1,0.89,early_planner
B00359,S032,2024-10-04,267,direct,4,9149.6,0,P1,1.03,loyal_guest
B00360,S032,2024-09-24,277,travel_agent,2,8792.16,0,P1,1.03,early_planner
B00361,S032,2024-12-24,186,travel_agent,2,9316.1,0,P1,1.09,early_planner
B00362,S032,2024-12-25,185,direct,2,7474.24,1,P1,1.03,loyal_guest
B00363,S032,2024-12-18,192,travel_agent,2,8725.61,0,P1,1.11,loyal_guest
B00364,S032,2024-10-11,260,direct,3,8762.56,0,P1,0.99,early_planner
B00365,S032,2024-09-21,280,travel_agent,3,7796.83,1,P1,0.86,early_planner
B00366,S032,2024-09-14,287,travel_agent,1,9251.62,0,P1,1.08,early_planner
B00367,S032,2024-11-02,238,web,1,9093.11,0,P1,0.9,early_planner
B00368,S032,2024-12-28,182,web,2,8790.13,0,P1,1.09,loyal_guest
B00369,S032,2024-12-15,195,direct,2,9297.45,0,P1,1.04,loyal_guest
B00370,S032,2024-09-03,298,direct,1,9267.32,0,P1,1.1,early_planner
B00371,S032,2024-09-12,289,web,4,8711.12,0,P1,1.03,early_planner
B00372,S032,2024-12-10,200,direct,4,9277.01,0,P1,0.89,loyal_guest
B00373,S032,2024-11-04,236,web,2,7478.55,1,P1,0.95,loyal_guest
B00374,S032,2024-11-02,238,direct,1,9285.27,0,P1,1.11,loyal_guest
B00375,S032,2024-12-30,180,direct,2,8994.98,0,P1,0.93,mid_booker
B00376,S032,2024-11-06,234,direct,2,8932.29,0,P1,1.0,loyal_guest
B00377,S032,2024-12-05,205,direct,2,9306.61,0,P1,1.12,loyal_guest
B00378,S032,2024-10-03,268,direct,1,8608.38,0,P1,1.11,early_planner
B00379,S032,2024-09-05,296,travel_agent,2,8952.99,0,P1,0.9,early_planner
B00380,S032,2024-12-14,196,direct,3,8983.14,0,P1,1.07,early_planner
B00381,S032,2024-09-09,292,direct,3,9060.85,0,P1,1.12,early_planner
B00382,S032,2024-10-08,263,web,2,9470.35,0,P1,0.87,early_planner
B00383,S032,2024-11-22,218,web,3,9107.1,0,P1,0.85,early_planner
B00384,S032,2024-12-10,200,travel_agent,2,9276.03,0,P1,0.92,early_planner
B00385,S032,2024-09-10,291,direct,2,9101.18,0,P1,1.09,early_planner
B00386,S032,2024-09-02,299,direct,2,7417.22,1,P1,1.04,loyal_guest
B00387,S032,2025-01-07,172,direct,2,7259.92,1,P2,0.88,mid_booker
B00388,S032,2025-03-25,95,direct,2,8660.31,0,P1,1.06,early_planner
B00389,S032,2025-04-18,71,direct,3,9076.9,0,P3,0.99,mid_booker
B00390,S032,2025-02-05,143,direct,2,7971.67,1,P2,0.87,mid_booker
B00391,S032,2025-03-14,106,travel_agent,4,8724.46,0,P2,0.93,mid_booker
B00392,S032,2025-03-28,92,direct,2,8901.6,0,P2,0.93,early_planner
B00393,S032,2025-04-19,70,travel_agent,2,9135.74,0,P2,0.88,mid_booker
B00394,S032,2025-03-13,107,web,1,9091.54,0,P1,0.99,mid_booker
B00395,S032,2025-02-03,145,direct,2,7055.7,1,P2,1.1,mid_booker
B00396,S032,2025-01-04,175,travel_agent,3,8903.0,0,P1,1.06,mid_booker
B00397,S032,2025-02-05,143,travel_agent,3,7747.02,1,P1,0.86,mid_booker
B00398,S032,2025-04-08,81,direct,1,8832.39,0,P3,0.88,early_planner
B00399,S032,2025-04-23,66,web,4,7091.89,1,P2,0.89,mid_booker
B00400,S032,2025-03-10,110,direct,1,9190.07,0,P2,1.13,early_planner
B00401,S032,2025-02-08,140,direct,1,9191.25,0,P1,0.88,mid_booker
B00402,S032,2025-03-21,99,travel_agent,1,8651.92,0,P2,1.1,mid_booker
B00403,S032,2025-01-27,152,web,2,8992.56,0,P2,0.91,early_planner
B00404,S032,2025-01-30,149,travel_agent,3,8740.7,0,P1,1.04,mid_booker
B00405,S032,2025-01-23,156,direct,4,8685.52,0,P2,0.89,early_planner
B00406,S032,2025-03-31,89,web,2,9098.55,0,P2,1.15,mid_booker
B00407,S032,2025-03-06,114,direct,2,9045.12,0,P2,0.97,early_planner
B00408,S032,2025-02-05,143,web,3,8632.6,0,P2,0.87,mid_booker
B00409,S032,2025-04-18,71,web,3,9488.38,0,P2,0.92,early_planner
B00410,S032,2025-01-29,150,travel_agent,2,9437.0,0,P1,1.08,early_planner
B00411,S032,2025-04-17,72,web,4,9504.29,0,P2,0.9,mid_booker
B00412,S032,2025-04-29,60,direct,3,9434.02,0,P2,1.06,last_minute
B00413,S032,2025-06-15,13,travel_agent,1,9364.01,0,P3,1.01,last_minute
B00414,S032,2025-05-29,30,direct,2,7837.0,1,P2,0.86,last_minute
B00415,S032,2025-06-24,4,web,1,8788.56,0,P2,0.95,last_minute
B00416,S032,2025-06-20,8,web,1,7355.99,1,P2,1.08,mid_booker
B00417,S032,2025-05-22,37,web,2,9459.34,0,P3,1.03,last_minute
B00418,S032,2025-06-14,14,web,2,7939.08,1,P3,1.09,last_minute
B00419,S032,2025-05-26,33,direct,2,9115.15,0,P3,0.92,mid_booker
B00420,S032,2025-05-16,43,travel_agent,3,7217.53,1,P2,0.9,last_minute
B00421,S032,2025-05-31,28,travel_agent,2,7334.54,1,P2,1.04,last_minute
B00422,S032,2025-06-28,0,direct,4,8047.37,1,P3,1.14,last_minute
B00423,S032,2025-06-28,0,direct,2,9266.71,0,P3,0.98,last_minute
B00424,S032,2025-05-15,44,travel_agent,2,8923.55,0,P2,1.07,last_minute
B00425,S032,2025-06-07,21,web,3,9483.96,0,P3,1.0,last_minute
B00426,S032,2025-05-07,52,direct,2,9356.87,0,P2,0.9,last_minute
B00427,S032,2025-06-21,7,travel_agent,2,7798.27,1,P2,0.87,last_minute
B00428,S032,2025-05-04,55,travel_agent,4,9101.62,0,P2,0.95,mid_booker
B00429,S032,2025-06-01,27,direct,1,6872.46,1,P2,1.03,last_minute
B00430,S036,2024-12-06,206,direct,1,9763.39,0,P1,1.08,loyal_guest
B00431,S036,2024-12-08,204,direct,3,10525.68,0,P1,0.97,loyal_guest
B00432,S036,2024-11-10,232,travel_agent,3,8596.99,1,P1,1.01,loyal_guest
B00433,S036,2024-10-04,269,direct,3,10186.76,0,P1,0.87,loyal_guest
B00434,S036,2024-10-23,250,direct,1,10228.17,0,P1,1.02,loyal_guest
B00435,S036,2024-10-01,272,direct,2,10158.96,0,P1,1.13,early_planner
B00436,S036,2024-09-05,298,direct,4,8541.44,1,P1,1.15,early_planner
B00437,S036,2024-09-30,273,direct,1,8278.5,1,P1,0.95,loyal_guest
B00438,S036,2024-10-24,249,travel_agent,1,10106.19,0,P1,0.95,early_planner
B00439,S036,2024-11-29,213,direct,2,10336.65,0,P1,1.01,early_planner
B00440,S036,2024-10-09,264,direct,3,8322.08,1,P1,1.02,early_planner
B00441,S036,2024-11-26,216,travel_agent,2,10502.77,0,P1,1.11,early_planner
B00442,S036,2024-11-24,218,direct,2,10196.28,0,P1,1.03,early_planner
B00443,S036,2024-12-02,210,direct,2,10331.74,0,P1,1.05,early_planner
B00444,S036,2024-12-20,192,travel_agent,2,10038.94,0,P1,0.92,loyal_guest
B00445,S036,2024-12-26,186,web,2,9721.11,0,P1,1.1,early_planner
B00446,S036,2024-11-12,230,direct,2,10576.79,0,P1,1.06,early_planner
B00447,S036,2024-10-20,253,travel_agent,3,10152.91,0,P1,1.1,early_planner
B00448,S036,2024-10-23,250,travel_agent,3,9892.35,0,P1,0.91,early_planner
B00449,S036,2024-09-16,287,direct,2,10538.79,0,P1,1.0,early_planner
B00450,S036,2024-10-31,242,direct,2,10112.35,0,P1,1.08,loyal_guest
B00451,S036,2024-12-13,199,direct,2,10550.95,0,P1,1.1,early_planner
B00452,S036,2024-12-26,186,travel_agent,3,8637.93,1,P1,0.91,early_planner
B00453,S036,2024-11-16,226,web,2,10643.0,0,P1,1.05,early_planner
B00454,S036,2025-01-01,180,web,2,9881.78,0,P2,1.03,mid_booker
B00455,S036,2024-11-08,234,web,1,9964.57,0,P1,1.1,early_planner
B00456,S036,2024-12-21,191,direct,4,9866.79,0,P1,1.02,early_planner
B00457,S036,2024-11-25,217,direct,4,9911.54,0,P1,1.05,loyal_guest
B00458,S036,2024-09-18,285,direct,2,7793.78,1,P1,1.04,loyal_guest
B00459,S036,2024-10-09,264,web,2,10522.52,0,P1,0.94,loyal_guest
B00460,S036,2024-10-13,260,travel_agent,2,10570.0,0,P1,0.99,early_planner
B00461,S036,2025-02-14,136,web,3,10542.15,0,P2,1.03,early_planner
B00462,S036,2025-03-01,121,direct,2,10322.35,0,P2,1.06,mid_booker
B00463,S036,2025-04-06,85,web,2,10354.56,0,P3,0.93,mid_booker
B00464,S036,2025-04-19,72,travel_agent,4,8017.46,1,P2,1.09,mid_booker
B00465,S036,2025-04-28,63,web,2,8975.58,1,P2,1.05,mid_booker
B00466,S036,2025-04-05,86,direct,4,10452.73,0,P2,0.95,mid_booker
B00467,S036,2025-04-10,81,direct,2,10501.91,0,P3,1.0,early_planner
B00468,S036,2025-02-09,141,direct,4,8993.93,1,P2,1.07,mid_booker
B00469,S036,2025-03-25,97,web,2,10368.69,0,P1,0.96,mid_booker
B00470,S036,2025-04-21,70,direct,2,10038.76,0,P3,1.03,mid_booker
B00471,S036,2025-03-02,120,direct,4,8218.23,1,P1,0.99,early_planner
B00472,S036,2025-01-13,168,direct,2,10005.1,0,P1,1.11,early_planner
B00473,S036,2025-04-17,74,direct,1,7677.87,1,P3,0.89,mid_booker
B00474,S036,2025-03-23,99,direct,2,10344.8,0,P1,0.94,early_planner
B00475,S036,2025-01-21,160,travel_agent,1,10477.7,0,P1,1.02,early_planner
B00476,S036,2025-03-12,110,travel_agent,1,8525.61,1,P2,0.97,mid_booker
B00477,S036,2025-03-02,120,direct,1,8884.47,1,P2,1.14,mid_booker
B00478,S036,2025-02-28,122,web,2,10340.36,0,P1,0.92,mid_booker
B00479,S036,2025-01-07,174,web,2,8418.96,1,P2,0.9,early_planner
B00480,S036,2025-02-06,144,direct,2,10231.72,0,P2,0.98,mid_booker
B00481,S036,2025-03-29,93,direct,2,10200.97,0,P1,0.9,mid_booker
B00482,S036,2025-04-20,71,direct,1,7681.41,1,P2,1.07,mid_booker
B00483,S036,2025-02-08,142,web,3,10364.72,0,P1,0.96,mid_booker
B00484,S036,2025-02-21,129,direct,1,10306.91,0,P1,1.05,mid_booker
B00485,S036,2025-06-06,24,travel_agent,4,10126.02,0,P3,0.89,last_minute
B00486,S036,2025-06-19,11,direct,4,8125.11,1,P2,0.94,mid_booker
B00487,S036,2025-06-07,23,direct,2,10336.39,0,P2,0.98,last_minute
B00488,S036,2025-05-05,56,direct,2,9027.14,1,P2,1.03,last_minute
B00489,S036,2025-06-06,24,travel_agent,2,10002.03,0,P2,1.01,last_minute
B00490,S036,2025-06-07,23,travel_agent,2,9170.37,1,P2,1.12,mid_booker
B00491,S036,2025-06-19,11,web,4,10496.42,0,P2,1.07,last_minute
B00492,S036,2025-06-02,28,direct,2,7675.61,1,P3,0.93,last_minute
B00493,S036,2025-06-28,2,travel_agent,4,10570.68,0,P3,1.09,last_minute
B00494,S036,2025-06-14,16,direct,2,7886.09,1,P2,0.85,last_minute
B00495,S036,2025-06-02,28,web,2,10147.4,0,P3,1.11,last_minute
B00496,S036,2025-06-01,29,travel_agent,2,8576.05,1,P3,0.93,last_minute
B00497,S036,2025-06-14,16,direct,2,10514.17,0,P2,0.89,mid_booker
B00498,S036,2025-06-16,14,travel_agent,2,7794.22,1,P3,1.09,mid_booker
B00499,S036,2025-05-08,53,direct,2,10496.05,0,P2,1.11,mid_booker
B00500,S029,2024-12-19,194,travel_agent,1,9716.5,0,P1,0.99,loyal_guest
B00501,S029,2024-09-11,293,direct,1,9928.17,0,P1,0.89,early_planner
B00502,S029,2024-11-11,232,web,3,9517.71,0,P1,1.01,early_planner
B00503,S029,2024-11-07,236,web,1,10135.3,0,P1,0.99,early_planner
B00504,S029,2024-12-28,185,travel_agent,4,10324.66,0,P1,0.95,loyal_guest
B00505,S029,2024-12-25,188,direct,1,10196.5,0,P1,0.88,loyal_guest
B00506,S029,2024-11-30,213,web,4,10310.26,0,P1,1.14,early_planner
B00507,S029,2024-10-11,263,travel_agent,1,7640.14,1,P1,1.0,loyal_guest
B00508,S029,2024-11-23,220,direct,2,9677.5,0,P1,0.89,early_planner
B00509,S029,2025-01-01,181,direct,4,9672.17,0,P1,0.95,early_planner
B00510,S029,2024-10-04,270,travel_agent,4,10069.64,0,P1,1.08,early_planner
B00511,S029,2024-09-13,291,direct,3,9985.19,0,P1,1.14,early_planner
B00512,S029,2024-10-08,266,direct,4,10319.17,0,P1,0.99,loyal_guest
B00513,S029,2024-10-27,247,web,3,10211.06,0,P1,0.89,early_planner
B00514,S029,2024-09-26,278,direct,2,9899.82,0,P1,1.03,loyal_guest
B00515,S029,2024-09-29,275,direct,2,9824.16,0,P1,0.94,early_planner
B00516,S029,2024-10-21,253,web,4,10366.7,0,P1,1.0,loyal_guest
B00517,S029,2024-10-02,272,web,4,10034.48,0,P1,0.92,early_planner
B00518,S029,2024-10-22,252,direct,3,10153.05,0,P1,1.14,loyal_guest
B00519,S029,2024-12-05,208,travel_agent,3,10117.62,0,P1,1.06,early_planner
B00520,S029,2024-10-09,265,web,2,10147.84,0,P1,0.98,loyal_guest
B00521,S029,2024-09-13,291,direct,4,10003.69,0,P1,0.86,early_planner
B00522,S029,2024-11-20,223,web,2,8583.19,1,P1,1.09,early_planner
B00523,S029,2024-10-28,246,direct,2,10171.23,0,P1,0.94,loyal_guest
B00524,S029,2024-10-28,246,direct,4,9584.24,0,P1,1.11,loyal_guest
B00525,S029,2024-10-06,268,web,4,9870.1,0,P1,1.0,loyal_guest
B00526,S029,2024-10-05,269,web,3,10406.67,0,P1,0.97,loyal_guest
B00527,S029,2024-10-15,259,direct,4,7869.51,1,P1,0.91,early_planner
B00528,S029,2024-12-21,192,direct,4,10128.35,0,P1,1.08,loyal_guest
B00529,S029,2024-11-08,235,direct,2,9775.57,0,P1,0.9,loyal_guest
B00530,S029,2024-10-10,264,travel_agent,2,10215.63,0,P1,0.89,early_planner
B00531,S029,2025-01-29,153,direct,1,9611.77,0,P2,0.85,mid_booker
B00532,S029,2025-04-01,91,web,2,9803.97,0,P1,1.08,mid_booker
B00533,S029,2025-03-02,121,direct,2,10031.06,0,P1,1.09,mid_booker
B00534,S029,2025-03-19,104,travel_agent,1,10266.71,0,P1,0.97,mid_booker
B00535,S029,2025-02-07,144,direct,3,10363.67,0,P2,0.95,mid_booker
B00536,S029,2025-02-05,146,travel_agent,2,10476.69,0,P1,0.88,mid_booker
B00537,S029,2025-02-09,142,web,2,10094.49,0,P1,1.14,mid_booker
B00538,S029,2025-03-14,109,web,1,10425.14,0,P2,0.93,mid_booker
B00539,S029,2025-04-13,79,travel_agent,2,10302.5,0,P3,1.0,mid_booker
B00540,S029,2025-01-15,167,direct,2,7638.04,1,P1,0.95,early_planner
B00541,S029,2025-01-17,165,direct,4,10253.8,0,P1,1.04,early_planner
B00542,S029,2025-02-20,131,direct,1,9585.68,0,P2,1.04,early_planner
B00543,S029,2025-01-08,174,web,3,9813.04,0,P1,0.87,early_planner
B00544,S029,2025-02-13,138,travel_agent,2,7752.81,1,P2,0.97,mid_booker
B00545,S029,2025-04-26,66,direct,4,8399.76,1,P2,1.01,mid_booker
B00546,S029,2025-05-01,61,direct,2,10181.5,0,P2,0.96,mid_booker
B00547,S029,2025-02-09,142,travel_agent,2,9782.73,0,P1,0.93,mid_booker
B00548,S029,2025-01-03,179,travel_agent,3,9512.71,0,P1,1.01,early_planner
B00549,S029,2025-04-12,80,web,1,8033.64,1,P3,1.05,mid_booker
B00550,S029,2025-02-27,124,travel_agent,3,10035.97,0,P1,0.86,mid_booker
B00551,S029,2025-01-14,168,web,2,9566.92,0,P1,1.07,mid_booker
B00552,S029,2025-03-03,120,web,2,10126.65,0,P1,0.9,early_planner
B00553,S029,2025-01-13,169,travel_agent,4,7978.35,1,P1,1.11,mid_booker
B00554,S029,2025-02-28,123,travel_agent,2,9772.05,0,P1,0.93,early_planner
B00555,S029,2025-05-07,55,direct,2,10151.97,0,P2,0.88,mid_booker
B00556,S029,2025-06-21,10,web,2,8308.22,1,P3,1.06,last_minute
B00557,S029,2025-06-27,4,travel_agent,2,9650.27,0,P3,0.92,last_minute
B00558,S029,2025-05-14,48,travel_agent,2,9616.0,0,P3,1.11,last_minute
B00559,S029,2025-05-31,31,direct,2,9968.0,0,P2,0.9,mid_booker
B00560,S029,2025-06-11,20,direct,4,9621.69,0,P2,0.93,mid_booker
B00561,S029,2025-06-16,15,travel_agent,3,8955.01,1,P2,1.09,mid_booker
B00562,S029,2025-06-10,21,travel_agent,4,8928.02,1,P3,1.01,mid_booker
B00563,S029,2025-06-14,17,web,2,9847.07,0,P2,1.12,mid_booker
B00564,S029,2025-06-28,3,direct,3,9991.39,0,P3,0.96,last_minute
B00565,S029,2025-05-30,32,direct,4,10237.72,0,P2,0.98,last_minute
B00566,S029,2025-06-17,14,direct,1,10419.34,0,P2,0.92,last_minute
B00567,S029,2025-05-27,35,travel_agent,2,8632.54,1,P2,1.01,last_minute
B00568,S029,2025-05-21,41,direct,4,10361.83,0,P2,1.14,last_minute
B00569,S029,2025-06-07,24,direct,2,10114.31,0,P3,1.1,last_minute
B00570,S043,2024-11-19,226,direct,4,4384.72,0,P1,0.98,early_planner
B00571,S043,2024-10-21,255,travel_agent,3,4342.17,0,P1,1.11,early_planner
B00572,S043,2024-10-13,263,direct,3,4361.52,0,P1,0.88,early_planner
B00573,S043,2024-09-12,294,direct,4,4073.17,0,P1,1.03,early_planner
B00574,S043,2024-09-20,286,direct,2,4384.68,0,P1,1.01,early_planner
B00575,S043,2024-12-26,189,travel_agent,2,4042.33,0,P1,0.89,loyal_guest
B00576,S043,2024-10-30,246,direct,3,4071.29,0,P1,1.1,loyal_guest
B00577,S043,2024-12-03,212,direct,4,4046.09,0,P1,0.97,early_planner
B00578,S043,2024-11-17,228,travel_agent,2,4216.27,0,P1,0.94,early_planner
B00579,S043,2024-09-10,296,direct,2,4199.48,0,P1,1.06,early_planner
B00580,S043,2024-12-07,208,web,3,3485.2,1,P1,0.9,early_planner
B00581,S043,2024-10-30,246,direct,3,4168.57,0,P1,0.89,loyal_guest
B00582,S043,2024-11-14,231,web,2,4215.31,0,P1,0.94,early_planner
B00583,S043,2024-11-20,225,web,3,4061.77,0,P1,1.03,early_planner
B00584,S043,2024-09-22,284,travel_agent,2,4150.48,0,P1,0.91,loyal_guest
B00585,S043,2024-09-15,291,travel_agent,2,4326.39,0,P1,0.97,early_planner
B00586,S043,2024-11-21,224,direct,4,4239.67,0,P1,1.06,early_planner
B00587,S043,2024-11-03,242,direct,2,3641.3,1,P1,1.06,early_planner
B00588,S043,2024-09-25,281,direct,2,4327.35,0,P1,1.07,loyal_guest
B00589,S043,2024-11-04,241,travel_agent,3,4264.16,0,P1,1.07,early_planner
B00590,S043,2024-09-13,293,direct,4,4023.61,0,P1,0.9,early_planner
B00591,S043,2024-10-19,257,web,4,4410.81,0,P1,1.01,loyal_guest
B00592,S043,2025-05-04,60,direct,2,4020.82,0,P2,1.02,last_minute
B00593,S043,2025-03-01,124,direct,3,4388.22,0,P2,0.89,mid_booker
B00594,S043,2025-01-12,172,direct,2,4011.82,0,P1,1.03,early_planner
B00595,S043,2025-04-17,77,direct,4,4145.21,0,P3,0.95,early_planner
B00596,S043,2025-03-09,116,web,2,4383.35,0,P2,1.05,mid_booker
B00597,S043,2025-04-13,81,direct,2,4112.98,0,P2,0.97,mid_booker
B00598,S043,2025-04-05,89,direct,3,3466.84,1,P2,0.98,mid_booker
B00599,S043,2025-04-25,69,travel_agent,2,4365.23,0,P3,1.04,mid_booker
B00600,S043,2025-02-28,125,direct,2,4401.04,0,P2,1.03,mid_booker
B00601,S043,2025-02-11,142,web,2,3743.67,1,P1,1.03,early_planner
B00602,S043,2025-03-30,95,direct,2,4213.94,0,P1,1.04,mid_booker
B00603,S043,2025-04-07,87,travel_agent,2,3361.16,1,P3,0.85,early_planner
B00604,S043,2025-04-15,79,direct,2,4372.89,0,P3,0.88,mid_booker
B00605,S043,2025-04-11,83,direct,2,4095.46,0,P2,1.09,early_planner
B00606,S043,2025-04-14,80,direct,1,4348.5,0,P3,0.88,early_planner
B00607,S043,2025-03-19,106,direct,2,4275.75,0,P1,1.06,mid_booker
B00608,S043,2025-02-16,137,web,2,4129.35,0,P2,0.98,mid_booker
B00609,S043,2025-02-02,151,travel_agent,3,4239.25,0,P1,0.99,mid_booker
B00610,S043,2025-01-20,164,travel_agent,2,3567.14,1,P1,0.97,early_planner
B00611,S043,2025-04-19,75,web,2,4001.62,0,P2,0.94,early_planner
B00612,S043,2025-02-09,144,web,2,4105.91,0,P2,0.9,mid_booker
B00613,S043,2025-04-05,89,web,2,3518.77,1,P3,1.04,mid_booker
B00614,S043,2025-03-12,113,direct,1,4072.33,0,P1,1.12,mid_booker
B00615,S043,2025-01-21,163,direct,4,4334.93,0,P2,1.09,early_planner
B00616,S043,2025-03-23,102,web,2,3277.88,1,P1,0.96,early_planner
B00617,S043,2025-02-01,152,direct,1,4233.14,0,P1,0.95,mid_booker
B00618,S043,2025-04-20,74,web,2,3625.83,1,P2,0.96,mid_booker
B00619,S043,2025-03-04,121,direct,2,4231.19,0,P2,0.93,mid_booker
B00620,S043,2025-02-07,146,direct,2,4401.83,0,P1,1.0,mid_booker
B00621,S043,2025-06-03,30,direct,2,4279.86,0,P3,1.06,last_minute
B00622,S043,2025-06-03,30,web,2,4191.75,0,P2,1.09,mid_booker
B00623,S043,2025-06-20,13,direct,2,4237.14,0,P2,0.85,last_minute
B00624,S043,2025-05-27,37,web,2,3602.44,1,P3,1.01,last_minute
B00625,S043,2025-06-23,10,direct,2,4391.59,0,P3,0.95,last_minute
B00626,S043,2025-05-23,41,direct,1,4275.16,0,P2,0.89,last_minute
B00627,S043,2025-05-11,53,direct,1,3231.8,1,P2,0.84,last_minute
B00628,S043,2025-06-07,26,web,2,3688.31,1,P3,0.92,last_minute
B00629,S043,2025-07-02,1,web,2,4051.88,0,P2,0.84,mid_booker
B00630,S043,2025-06-18,15,direct,3,4193.2,0,P3,0.99,last_minute
B00631,S043,2025-07-01,2,web,2,4262.13,0,P3,0.99,mid_booker
B00632,S043,2025-06-25,8,travel_agent,2,4092.2,0,P2,0.96,last_minute
B00633,S043,2025-05-28,36,direct,4,3779.64,1,P2,0.93,last_minute
B00634,S043,2025-05-27,37,web,3,4395.04,0,P3,0.92,last_minute
B00635,S043,2025-06-23,10,travel_agent,2,3781.75,1,P3,0.89,mid_booker
B00636,S043,2025-06-25,8,web,1,3335.14,1,P3,1.08,last_minute
B00637,S043,2025-05-24,40,web,2,4097.43,0,P3,0.92,mid_booker
B00638,S043,2025-06-01,32,travel_agent,3,3743.1,1,P2,0.92,mid_booker
B00639,S043,2025-07-01,2,direct,1,4291.34,0,P3,0.89,last_minute
B00640,S043,2025-05-07,57,travel_agent,4,4005.96,0,P2,0.91,last_minute
B00641,S043,2025-05-28,36,travel_agent,2,3729.38,1,P2,0.98,last_minute
B00642,S043,2025-06-24,9,web,1,4206.33,0,P3,0.97,last_minute
B00643,S043,2025-06-30,3,direct,3,4397.01,0,P2,0.91,last_minute
B00644,S037,2024-12-19,204,direct,2,7093.17,0,P1,0.88,early_planner
B00645,S037,2024-09-20,294,direct,1,7091.45,0,P1,0.93,loyal_guest
B00646,S037,2024-09-27,287,direct,2,6721.06,0,P1,0.99,early_planner
B00647,S037,2024-12-11,212,travel_agent,4,7297.34,0,P1,1.07,early_planner
B00648,S037,2024-09-30,284,web,1,7093.76,0,P1,0.94,early_planner
B00649,S037,2024-11-25,228,travel_agent,2,6918.49,0,P1,0.92,loyal_guest
B00650,S037,2024-09-28,286,web,3,6992.37,0,P1,0.93,early_planner
B00651,S037,2025-01-11,181,travel_agent,2,6999.96,0,P1,0.85,early_planner
B00652,S037,2024-12-28,195,travel_agent,4,6990.97,0,P1,0.97,loyal_guest
B00653,S037,2024-10-06,278,direct,2,6626.93,0,P1,1.09,loyal_guest
B00654,S037,2024-10-13,271,direct,3,7072.2,0,P1,0.99,early_planner
B00655,S037,2024-12-12,211,web,2,7147.0,0,P1,0.88,early_planner
B00656,S037,2024-11-24,229,direct,2,6690.81,0,P1,0.99,early_planner
B00657,S037,2024-10-06,278,direct,1,6635.67,0,P1,0.86,early_planner
B00658,S037,2024-11-17,236,web,1,7196.13,0,P1,1.03,loyal_guest
B00659,S037,2024-12-12,211,travel_agent,1,7035.76,0,P1,0.85,early_planner
B00660,S037,2024-10-10,274,travel_agent,2,7058.71,0,P1,0.94,loyal_guest
B00661,S037,2025-01-08,184,direct,4,6654.49,0,P1,1.02,loyal_guest
B00662,S037,2024-12-18,205,direct,1,5948.43,1,P1,1.11,loyal_guest
B00663,S037,2024-11-15,238,direct,3,6984.04,0,P1,0.89,loyal_guest
